iso_o,TIME_PERIOD,schooling
ITA,2020,16.53112984
JOR,2000,11.81544018
JOR,2001,12.0518651
JOR,2002,12.28829002
JOR,2003,12.58051968
JOR,2004,12.8573103
JOR,2005,12.84228992
JOR,2006,12.84058952
JOR,2007,12.84978008
JOR,2008,12.88105965
JOR,2009,12.88059998
JOR,2010,12.55939007
JOR,2011,12.56363964
JOR,2012,12.89628983
JOR,2013,12.90334487
JOR,2014,12.91039991
JOR,2015,12.91745496
JOR,2016,12.92451
JOR,2017,12.62730026
JOR,2018,12.88411045
JOR,2019,12.87932968
JOR,2020,12.91650963
JPN,2000,14.98795945
JPN,2001,15.01929869
JPN,2002,15.05063793
JPN,2003,15.08197716
JPN,2004,15.1133164
JPN,2005,15.14465564
JPN,2006,15.17599487
JPN,2007,15.20733411
JPN,2008,15.23867335
JPN,2009,15.27001258
JPN,2010,15.30135182
JPN,2011,15.33269106
JPN,2012,15.36403029
JPN,2013,15.39536953
JPN,2014,15.40052986
JPN,2015,15.41378021
JPN,2016,15.37909031
JPN,2017,15.38788986
JPN,2018,15.40042019
JPN,2019,15.44126987
JPN,2020,15.45631981
KAZ,2000,12.23789978
KAZ,2001,12.63942146
KAZ,2002,13.04094315
KAZ,2003,13.44246483
KAZ,2004,13.84398651
KAZ,2005,14.24550819
KAZ,2006,14.64702988
KAZ,2007,14.60829234
KAZ,2008,14.56955481
KAZ,2009,14.53081727
KAZ,2010,14.49207973
KAZ,2011,14.70116043
KAZ,2012,14.78635025
KAZ,2013,14.57437038
KAZ,2014,14.39548969
KAZ,2015,14.19941998
KAZ,2016,14.10587025
KAZ,2017,14.21605015
KAZ,2018,14.35060978
KAZ,2019,14.58216
KAZ,2020,14.81626987
KHM,2000,7.958469868
KHM,2001,8.594880104
KHM,2002,9.777799606
KHM,2003,10.32608032
KHM,2004,10.84488964
KHM,2005,11.0031147
KHM,2006,11.16133976
KHM,2007,11.16427994
KHM,2008,11.05580997
KHM,2009,11.06528212
KHM,2010,11.07475427
KHM,2011,11.08422642
KHM,2012,11.09369857
KHM,2013,11.10317071
KHM,2014,11.11264286
KHM,2015,11.12211501
KHM,2016,11.13158716
KHM,2017,11.1410593
KHM,2018,11.15053145
KHM,2019,11.1600036
KHM,2020,11.16947575
KOR,2000,15.53610992
KOR,2001,15.63733006
KOR,2002,15.80494022
KOR,2003,15.97859955
KOR,2004,16.16551018
KOR,2005,16.36128998
KOR,2006,16.47963905
KOR,2007,16.62828064
KOR,2008,16.69165039
KOR,2009,16.72352028
KOR,2010,16.7948494
KOR,2011,16.83992004
KOR,2012,16.75774956
KOR,2013,16.68445015
KOR,2014,16.61566925
KOR,2015,16.57014084
KOR,2016,16.48817062
KOR,2017,16.42491913
KOR,2018,16.38441086
KOR,2019,16.37698936
KOR,2020,16.37731934
LAO,2000,7.925909996
LAO,2001,7.976659775
LAO,2002,8.296759605
LAO,2003,8.68212986
LAO,2004,8.880860329
LAO,2005,9.123129845
LAO,2006,9.225119591
LAO,2007,9.382089615
LAO,2008,9.553330421
LAO,2009,9.830570221
LAO,2010,10.04775047
LAO,2011,10.45347023
LAO,2012,10.52556038
LAO,2013,10.78007984
LAO,2014,11.03997993
LAO,2015,11.17383957
LAO,2016,11.09759998
LAO,2017,10.95283031
LAO,2018,10.63360023
LAO,2019,10.50666046
LAO,2020,10.18749046
LTU,2000,14.49923992
LTU,2001,15.09012985
LTU,2002,15.63140965
LTU,2003,16.21151924
LTU,2004,16.39171028
LTU,2005,16.7774601
LTU,2006,17.09894943
LTU,2007,17.08245087
LTU,2008,17.09845924
LTU,2009,17.18757057
LTU,2010,17.12297058
LTU,2011,17.16068077
LTU,2012,16.95055962
LTU,2013,16.85629082
LTU,2014,16.13591003
LTU,2015,16.15266037
LTU,2016,16.22341919
LTU,2017,16.40295029
LTU,2018,16.32348061
LTU,2019,16.15449905
LTU,2020,16.14806938
LUX,2000,13.41460991
LUX,2001,13.30146027
LUX,2002,13.43264008
LUX,2003,13.41771984
LUX,2004,13.35352993
LUX,2005,13.28934002
LUX,2006,13.22515011
LUX,2007,13.28186989
LUX,2008,13.33858967
LUX,2009,13.60389471
LUX,2010,13.86919975
LUX,2011,13.92474508
LUX,2012,13.98029041
LUX,2013,14.02516365
LUX,2014,14.07003689
LUX,2015,14.11491013
LUX,2016,14.16722965
LUX,2017,14.10188961
LUX,2018,14.14490032
LUX,2019,14.18776035
LUX,2020,14.19386959
LVA,2000,14.19244003
LVA,2001,14.88010025
LVA,2002,15.35857964
LVA,2003,15.72097015
LVA,2004,16.10833931
LVA,2005,16.40514946
LVA,2006,16.4289608
LVA,2007,16.32666016
LVA,2008,16.32238007
LVA,2009,15.93803978
LVA,2010,15.81033039
LVA,2011,15.79568958
LVA,2012,15.62761974
LVA,2013,16.07962036
LVA,2014,16.07192993
LVA,2015,16.09433937
LVA,2016,16.26151085
LVA,2017,16.47373009
LVA,2018,16.56105042
LVA,2019,16.54171944
LVA,2020,16.49007988
MAR,2000,8.56276989
MAR,2001,8.933050156
MAR,2002,9.365309715
MAR,2003,9.695070267
MAR,2004,9.891050339
MAR,2005,10.01336002
MAR,2006,10.01791
MAR,2007,10.22760963
MAR,2008,10.36264038
MAR,2009,10.53151989
MAR,2010,10.91386032
MAR,2011,11.28670979
MAR,2012,11.62874985
MAR,2013,11.9529438
MAR,2014,12.27713776
MAR,2015,12.60133171
MAR,2016,12.92552567
MAR,2017,13.24971962
MAR,2018,13.44997978
MAR,2019,13.70191002
MAR,2020,13.92945957
MEX,2000,11.96185017
MEX,2001,11.99468994
MEX,2002,12.33232975
MEX,2003,12.58868027
MEX,2004,12.6633997
MEX,2005,12.71755981
MEX,2006,12.84585953
MEX,2007,12.99110985
MEX,2008,13.19239044
MEX,2009,13.27560043
MEX,2010,13.42037964
MEX,2011,13.46401978
MEX,2012,13.73157978
MEX,2013,13.91250992
MEX,2014,14.08321953
MEX,2015,14.23423958
MEX,2016,14.6759901
MEX,2017,14.85268021
MEX,2018,14.92304993
MEX,2019,14.9456501
MEX,2020,14.82310009
MLT,2000,14.05391026
MLT,2001,14.05865002
MLT,2002,14.01716042
MLT,2003,14.37259007
MLT,2004,14.93609047
MLT,2005,14.93362999
MLT,2006,14.63082981
MLT,2007,14.99221039
MLT,2008,14.89570999
MLT,2009,15.22702503
MLT,2010,15.55834007
MLT,2011,15.05198956
MLT,2012,15.26603985
MLT,2013,15.39560032
MLT,2014,15.41493988
MLT,2015,15.49055958
MLT,2016,15.45613003
MLT,2017,15.51881981
MLT,2018,15.75314045
MLT,2019,15.62699032
MLT,2020,15.55049038
MMR,2000,7.909849803
MMR,2001,7.938059807
MMR,2002,8.062719822
MMR,2003,8.187379837
MMR,2004,8.312039852
MMR,2005,8.436699867
MMR,2006,8.561359882
MMR,2007,8.686019897
MMR,2008,8.942250859
MMR,2009,9.19848182
MMR,2010,9.454712781
MMR,2011,9.710943742
MMR,2012,9.967174703
MMR,2013,10.22340566
MMR,2014,10.47963663
MMR,2015,10.73586759
MMR,2016,10.99209855
MMR,2017,11.24832951
MMR,2018,11.50456047
MMR,2019,11.50456047
MMR,2020,11.50456047
MYS,2000,12.39342976
MYS,2001,12.32275009
MYS,2002,12.24785995
MYS,2003,12.62555027
MYS,2004,12.70936012
MYS,2005,12.34197998
MYS,2006,11.94384003
MYS,2007,12.17440033
MYS,2008,12.36715031
MYS,2009,12.55362034
MYS,2010,12.78493023
MYS,2011,12.64017963
MYS,2012,12.86585999
MYS,2013,13.00280952
MYS,2014,13.12631989
MYS,2015,13.28528023
MYS,2016,13.46302986
MYS,2017,13.27797031
MYS,2018,13.14906979
MYS,2019,13.0999403
MYS,2020,12.95814991
NGA,2000,8.045780182
NGA,2001,7.727389812
NGA,2002,8.028120041
NGA,2003,8.471205235
NGA,2004,8.914290428
NGA,2005,8.961859703
NGA,2006,8.805881691
NGA,2007,8.649903679
NGA,2008,8.493925667
NGA,2009,8.337947655
NGA,2010,8.181969643
NGA,2011,8.470709801
NGA,2012,8.680361611
NGA,2013,8.890013422
NGA,2014,9.099665233
NGA,2015,9.309317044
NGA,2016,9.518968854
NGA,2017,9.728620665
NGA,2018,9.938272476
NGA,2019,10.13020498
NGA,2020,10.32213749
NLD,2000,16.53998947
NLD,2001,16.60247993
NLD,2002,16.26139069
NLD,2003,16.36185074
NLD,2004,16.29899979
NLD,2005,16.43285942
NLD,2006,16.55203056
NLD,2007,16.68618011
NLD,2008,16.80303001
NLD,2009,16.84559059
NLD,2010,17.01534081
NLD,2011,17.88151932
NLD,2012,17.9406395
NLD,2013,18.05022621
NLD,2014,18.15981293
NLD,2015,18.26939964
NLD,2016,18.13762093
NLD,2017,18.40394974
NLD,2018,18.33420944
NLD,2019,18.37399483
NLD,2020,18.41378021
NOR,2000,17.42749023
NOR,2001,17.03140068
NOR,2002,17.09057045
NOR,2003,17.42193985
NOR,2004,17.55905914
NOR,2005,17.43656921
NOR,2006,17.53119087
NOR,2007,17.54254913
NOR,2008,17.37862015
NOR,2009,17.35601044
NOR,2010,17.52806091
NOR,2011,17.52289963
NOR,2012,17.45492935
NOR,2013,17.65600967
NOR,2014,17.68444061
NOR,2015,17.78302002
NOR,2016,17.95096016
NOR,2017,18.05971909
NOR,2018,18.14512062
NOR,2019,18.23535919
NOR,2020,18.3110199
NZL,2000,17.92928823
NZL,2001,18.16840045
NZL,2002,18.40751266
NZL,2003,18.64662488
NZL,2004,18.8857371
NZL,2005,19.12484932
NZL,2006,19.1883812
NZL,2007,19.25191307
NZL,2008,19.31544495
NZL,2009,19.37897682
NZL,2010,19.4425087
NZL,2011,19.50604057
NZL,2012,19.33862019
NZL,2013,19.1711998
NZL,2014,19.07279968
NZL,2015,18.9496994
NZL,2016,17.9842205
NZL,2017,18.46677971
NZL,2018,18.3230896
NZL,2019,19.4722805
NZL,2020,19.1901207
PAK,2000,4.662332131
PAK,2001,4.704741368
PAK,2002,4.747150605
PAK,2003,4.789559841
PAK,2004,5.15583992
PAK,2005,5.463049889
PAK,2006,5.626229763
PAK,2007,6.005660057
PAK,2008,6.004640102
PAK,2009,6.06787014
PAK,2010,6.052280188
PAK,2011,6.036690235
PAK,2012,6.139200211
PAK,2013,6.192039967
PAK,2014,6.466800213
PAK,2015,6.739069939
PAK,2016,7.082240105
PAK,2017,7.014989853
PAK,2018,7.303080082
PAK,2019,7.635359764
PAK,2020,7.89510849
PER,2000,12.81503963
PER,2001,13.30440998
PER,2002,12.82085037
PER,2003,12.32927036
PER,2004,12.58325958
PER,2005,12.61705971
PER,2006,12.82301044
PER,2007,13.01933336
PER,2008,13.21565628
PER,2009,13.4119792
PER,2010,13.60830212
PER,2011,13.80462503
PER,2012,14.00094795
PER,2013,14.19727087
PER,2014,14.39359379
PER,2015,14.58991671
PER,2016,14.78623962
PER,2017,14.49571037
PER,2018,14.59804249
PER,2019,14.70109703
PER,2020,14.80487907
PHL,2000,11.53904009
PHL,2001,11.53691006
PHL,2002,11.74230957
PHL,2003,11.73099041
PHL,2004,11.72441006
PHL,2005,11.58979034
PHL,2006,11.39826012
PHL,2007,11.47802019
PHL,2008,11.55778027
PHL,2009,11.31982994
PHL,2010,11.54787788
PHL,2011,11.77592583
PHL,2012,12.00397377
PHL,2013,12.23202171
PHL,2014,12.46006966
PHL,2015,12.61225033
PHL,2016,12.58333969
PHL,2017,12.81820011
PHL,2018,12.84095001
PHL,2019,13.03676033
PHL,2020,12.78335953
POL,2000,14.89494991
POL,2001,15.26095009
POL,2002,15.62158966
POL,2003,15.80753994
POL,2004,15.17918968
POL,2005,15.37594032
POL,2006,15.38029957
POL,2007,15.38272953
POL,2008,15.38138008
POL,2009,15.41930008
POL,2010,15.76898956
POL,2011,15.66082001
POL,2012,15.70232964
POL,2013,16.59316063
POL,2014,16.20609093
POL,2015,16.41242027
POL,2016,16.62725067
POL,2017,16.05427933
POL,2018,15.92910004
POL,2019,15.87380981
POL,2020,15.84399033
PRT,2000,15.6854403
PRT,2001,15.71021032
PRT,2002,15.73498034
PRT,2003,15.75975037
PRT,2004,15.23719978
PRT,2005,15.21778965
PRT,2006,15.14795017
PRT,2007,15.44752026
PRT,2008,15.73754978
PRT,2009,15.90995026
PRT,2010,16.11100006
PRT,2011,16.32862091
PRT,2012,16.3426156
PRT,2013,16.3566103
PRT,2014,16.37060499
PRT,2015,16.38459969
PRT,2016,16.26753998
PRT,2017,16.36219978
PRT,2018,16.48127937
PRT,2019,16.60087013
PRT,2020,16.66860962
RUS,2000,12.79107237
RUS,2001,13.30638504
RUS,2002,13.82169771
RUS,2003,14.33701038
RUS,2004,14.23517513
RUS,2005,14.13333988
RUS,2006,14.16090965
RUS,2007,14.30515957
RUS,2008,14.34453011
RUS,2009,14.05552959
RUS,2010,14.37661982
RUS,2011,14.69771004
RUS,2012,14.66079998
RUS,2013,14.7792902
RUS,2014,14.83740044
RUS,2015,14.91147041
RUS,2016,14.86800957
RUS,2017,14.55185032
RUS,2018,15.12335014
RUS,2019,15.15861034
RUS,2020,13.24584007
SAU,2000,11.58084793
SAU,2001,11.86873859
SAU,2002,12.16378599
SAU,2003,12.46616802
SAU,2004,12.77606704
SAU,2005,13.09366989
SAU,2006,12.90024471
SAU,2007,12.70681953
SAU,2008,12.76223993
SAU,2009,12.81766033
SAU,2010,13.01385283
SAU,2011,13.21004534
SAU,2012,13.40623784
SAU,2013,13.60243034
SAU,2014,14.39805984
SAU,2015,14.76905489
SAU,2016,15.14004993
SAU,2017,15.72507
SAU,2018,15.85610008
SAU,2019,15.98313046
SAU,2020,15.75979996
SEN,2000,5.490004158
SEN,2001,5.76638813
SEN,2002,6.042772102
SEN,2003,6.319156075
SEN,2004,6.595540047
SEN,2005,6.874909878
SEN,2006,7.001580238
SEN,2007,7.388890028
SEN,2008,7.776199818
SEN,2009,7.958699942
SEN,2010,8.141200066
SEN,2011,8.799389839
SEN,2012,9.017259598
SEN,2013,9.055959702
SEN,2014,9.293149948
SEN,2015,9.290579796
SEN,2016,9.196184874
SEN,2017,9.101789951
SEN,2018,9.007395029
SEN,2019,8.913000107
SEN,2020,9.053489685
SGP,2000,16.79748897
SGP,2001,16.83696124
SGP,2002,16.87652626
SGP,2003,16.91618425
SGP,2004,16.95593544
SGP,2005,16.99578004
SGP,2006,17.03571827
SGP,2007,17.07575035
SGP,2008,17.6108799
SGP,2009,17.79972076
SGP,2010,17.63391359
SGP,2011,17.46810641
SGP,2012,17.30229923
SGP,2013,17.13649205
SGP,2014,16.97068487
SGP,2015,16.80487769
SGP,2016,16.63907051
SGP,2017,16.67643929
SGP,2018,16.74200058
SGP,2019,16.74119949
SGP,2020,16.78735924
SVK,2000,13.4864502
SVK,2001,13.4614296
SVK,2002,13.75111961
SVK,2003,14.04012012
SVK,2004,14.29823017
SVK,2005,14.57946014
SVK,2006,14.78446007
SVK,2007,15.03610992
SVK,2008,15.14704037
SVK,2009,15.2132597
SVK,2010,15.26029968
SVK,2011,15.20849037
SVK,2012,15.15810966
SVK,2013,15.11940002
SVK,2014,14.98192978
SVK,2015,14.8499403
SVK,2016,14.67245007
SVK,2017,14.59996986
SVK,2018,14.54144001
SVK,2019,14.5240097
SVK,2020,14.56892014
SVN,2000,14.97756004
SVN,2001,15.79201031
SVN,2002,16.24087906
SVN,2003,16.69790077
SVN,2004,16.38866043
SVN,2005,16.74777985
SVN,2006,16.89109039
SVN,2007,16.93288994
SVN,2008,17.0559597
SVN,2009,16.99419022
SVN,2010,17.08004951
SVN,2011,16.93592072
SVN,2012,16.95046997
SVN,2013,17.68330956
SVN,2014,17.34629059
SVN,2015,17.27178001
SVN,2016,17.45750046
SVN,2017,17.47266006
SVN,2018,17.44425964
SVN,2019,17.32518959
SVN,2020,17.26226997
SWE,2000,18.69342995
SWE,2001,18.68438911
SWE,2002,18.55690002
SWE,2003,18.55674934
SWE,2004,16.02107048
SWE,2005,16.00225067
SWE,2006,15.96051025
SWE,2007,15.81301022
SWE,2008,15.79736996
SWE,2009,15.79718018
SWE,2010,15.98805046
SWE,2011,15.87300014
SWE,2012,15.91219044
SWE,2013,18.18398094
SWE,2014,18.09351921
SWE,2015,18.32088089
SWE,2016,18.42341995
SWE,2017,18.86420059
SWE,2018,18.89518929
SWE,2019,18.52235985
SWE,2020,18.65209007
THA,2000,11.32449341
THA,2001,11.55111027
THA,2002,11.75627041
THA,2003,11.94032526
THA,2004,12.12438011
THA,2005,12.51091003
THA,2006,12.52921009
THA,2007,12.90353012
THA,2008,12.72402
THA,2009,12.61021042
THA,2010,13.53878021
THA,2011,13.67677975
THA,2012,13.4924202
THA,2013,13.41460037
THA,2014,16.06522942
THA,2015,16.04120445
THA,2016,16.01717949
THA,2017,15.8804996
THA,2018,15.74381971
THA,2019,15.60713983
THA,2020,15.47045994
TUN,2000,12.53472996
TUN,2001,12.76819992
TUN,2002,12.9030304
TUN,2003,12.99831009
TUN,2004,13.3390398
TUN,2005,13.62553978
TUN,2006,13.77797985
TUN,2007,13.875
TUN,2008,13.97587013
TUN,2009,13.9574604
TUN,2010,14.04518986
TUN,2011,14.14445972
TUN,2012,14.15775967
TUN,2013,14.17105961
TUN,2014,14.09300041
TUN,2015,14.18632984
TUN,2016,14.40567017
TUN,2017,14.45884188
TUN,2018,14.51220985
TUN,2019,14.5657748
TUN,2020,14.61953746
TUR,2000,11.13335514
TUR,2001,11.7344799
TUR,2002,12.10737991
TUR,2003,12.22653008
TUR,2004,12.1072998
TUR,2005,12.03092003
TUR,2006,12.45195961
TUR,2007,12.70238972
TUR,2008,12.54028034
TUR,2009,13.05500984
TUR,2010,13.95011044
TUR,2011,14.50026035
TUR,2012,14.67325974
TUR,2013,16.79644966
TUR,2014,17.31707954
TUR,2015,17.78837967
TUR,2016,18.27482986
TUR,2017,18.67255974
TUR,2018,18.97455978
TUR,2019,19.18523026
TUR,2020,19.29534912
UKR,2000,12.79876041
UKR,2001,13.54780006
UKR,2002,13.91644001
UKR,2003,14.2719202
UKR,2004,14.25391006
UKR,2005,14.51976013
UKR,2006,14.72169971
UKR,2007,14.90732956
UKR,2008,15.03969955
UKR,2009,15.07240009
UKR,2010,15.05955982
UKR,2011,15.03600025
UKR,2012,15.05902958
UKR,2013,14.9281702
UKR,2014,14.92978001
UKR,2015,13.77066994
UKR,2016,13.63589954
UKR,2017,13.67564964
UKR,2018,13.64286995
UKR,2019,13.71247959
UKR,2020,13.58794975
USA,2000,15.40754986
USA,2001,15.54766006
USA,2002,15.68777027
USA,2003,15.82788048
USA,2004,15.96799068
USA,2005,16.10810089
USA,2006,16.16569567
USA,2007,16.22329044
USA,2008,16.28088522
USA,2009,16.33848
USA,2010,16.39607477
USA,2011,16.45366955
USA,2012,16.51126432
USA,2013,16.5688591
USA,2014,16.55954933
USA,2015,16.59604073
USA,2016,16.67295074
USA,2017,16.67160034
USA,2018,16.64285088
USA,2019,16.63553047
USA,2020,16.62663078
VNM,2000,10.55862045
VNM,2001,10.70526981
VNM,2002,10.93157673
VNM,2003,11.15788364
VNM,2004,11.38419056
VNM,2005,11.61049747
VNM,2006,11.83680439
VNM,2007,12.06311131
VNM,2008,12.28941822
VNM,2009,12.51572514
VNM,2010,12.74203205
VNM,2011,12.96833897
VNM,2012,13.19464588
VNM,2013,13.4209528
VNM,2014,13.64725971
VNM,2015,13.87356663
VNM,2016,14.09987354
VNM,2017,14.32618046
VNM,2018,14.55248737
VNM,2019,14.77879429
VNM,2020,15.0051012
ZAF,2000,11.93591523
ZAF,2001,11.73263276
ZAF,2002,11.52935028
ZAF,2003,11.64111042
ZAF,2004,11.85159969
ZAF,2005,11.85476017
ZAF,2006,11.96778965
ZAF,2007,12.31620979
ZAF,2008,12.47587967
ZAF,2009,12.63554955
ZAF,2010,12.8413496
ZAF,2011,13.10684967
ZAF,2012,13.54292011
ZAF,2013,13.91226006
ZAF,2014,14.2816
ZAF,2015,14.60560989
ZAF,2016,14.24452019
ZAF,2017,14.26511002
ZAF,2018,14.0805397
ZAF,2019,14.21393013
ZAF,2020,13.98349953
