Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Uzbekistan,UZB,..,..,..,..,..,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3.5,3.5,3.5,3.5
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Vanuatu,VUT,..,..,..,..,..,3,3,3.5,3,3.5,3.5,3.5,3,3,3,3,3,3,3,3,3
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Viet Nam,VNM,..,..,..,..,..,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,"Yemen, Rep.",YEM,..,..,..,..,..,3,3,3.5,3.5,3.5,3.5,3,3,3,3,2.5,2.5,2.5,2.5,2,2
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Zambia,ZMB,..,..,..,..,..,3,3,3.5,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,4
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Zimbabwe,ZWE,..,..,..,..,..,2,2,1.5,1.5,2,2,2,2,2,2,2,2,2.5,2.5,3,3
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Africa Eastern and Southern,AFE,..,..,..,..,..,3.05555555555556,3.05555555555556,3.05555555555556,2.97222222222222,2.97222222222222,2.91666666666667,3,2.97368421052632,3,3.02777777777778,3.02777777777778,3.02777777777778,2.97368421052632,3.02777777777778,2.92105263157895,2.92105263157895
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Africa Western and Central,AFW,..,..,..,..,..,3.18421052631579,3.05263157894737,3.07894736842105,3.13157894736842,3.15,3.1,3.075,3.125,3.125,3.125,3.15,3.1,3.075,3.025,3.025,3.05
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Arab World,ARB,..,..,..,..,..,3,3,3.2,3.2,3.2,3,2.9,2.9,3,3,2.8,2.8,2.58333333333333,2.9,2.41666666666667,2.41666666666667
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Caribbean small states,CSS,..,..,..,..,..,4.2,4.2,4.2,4.1,4.1,4.2,3.9,3.9,3.9,3.9,3.9,3.9,3.6,3.4,3.2,3.2
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Early-demographic dividend,EAR,..,..,..,..,..,3.3,3.25,3.32758620689655,3.27586206896552,3.29310344827586,3.31034482758621,3.23333333333333,3.21666666666667,3.20967741935484,3.18333333333333,3.06666666666667,3.10344827586207,3.05172413793103,3.01724137931034,3.01724137931034,3.01724137931034
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,East Asia & Pacific,EAS,..,..,..,..,..,3.18181818181818,3,3.04545454545455,3.04545454545455,3.04545454545455,3.04545454545455,2.96153846153846,2.89285714285714,2.9,2.9,2.86666666666667,2.82142857142857,2.75,2.75,2.71428571428571,2.67857142857143
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,3.18181818181818,3,3.04545454545455,3.04545454545455,3.04545454545455,3.04545454545455,2.96153846153846,2.89285714285714,2.9,2.9,2.86666666666667,2.82142857142857,2.75,2.75,2.71428571428571,2.67857142857143
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,3.18181818181818,3,3.04545454545455,3.04545454545455,3.04545454545455,3.04545454545455,2.96153846153846,2.89285714285714,2.9,2.9,2.86666666666667,2.82142857142857,2.75,2.75,2.71428571428571,2.67857142857143
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Europe & Central Asia,ECS,..,..,..,..,..,3.55,3.45,3.75,3.875,3.77777777777778,3.77777777777778,3.75,3.75,3.75,3.3,3.4,3.5,3.8,3.6,3.5,3.375
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,3.55,3.45,3.75,3.875,3.77777777777778,3.77777777777778,3.75,3.75,3.75,3.3,3.4,3.5,3.8,3.6,3.5,3.375
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,3.55,3.45,3.75,3.875,3.77777777777778,3.77777777777778,3.75,3.75,3.75,3.3,3.4,3.5,3.8,3.6,3.5,3.375
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Fragile and conflict affected situations,FCS,..,..,..,..,..,2.84782608695652,2.72,2.7,2.7,2.73076923076923,2.69230769230769,2.69642857142857,2.7,2.7258064516129,2.70967741935484,2.70967741935484,2.69354838709677,2.625,2.64516129032258,2.59375,2.59375
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,3.15277777777778,3.06756756756757,3.10810810810811,3.08108108108108,3.05263157894737,3,3.02631578947368,3.03947368421053,3.05263157894737,3.06578947368421,3.06578947368421,3.04054054054054,2.93421052631579,2.93243243243243,2.85526315789474,2.86842105263158
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,High income,HIC,..,..,..,..,..,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,IBRD only,IBD,..,..,..,..,..,3.42307692307692,3.30769230769231,3.5,3.6,3.6,3.6,3.44444444444444,3.44444444444444,3.5,3.25,3.25,3.5,3.75,3.75,3.75,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,IDA & IBRD total,IBT,..,..,..,..,..,3.30921052631579,3.21794871794872,3.28,3.27333333333333,3.26623376623377,3.24025974025974,3.18589743589744,3.16875,3.17901234567901,3.13815789473684,3.10526315789474,3.0958904109589,3.04054054054054,3.01369863013699,2.96666666666667,2.93835616438356
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,IDA blend,IDB,..,..,..,..,..,3.53571428571429,3.33333333333333,3.33333333333333,3.3,3.36666666666667,3.36666666666667,3.23333333333333,3.2,3.23333333333333,3.23333333333333,3.23333333333333,3.26666666666667,3.23333333333333,3.16666666666667,3.16666666666667,3.1875
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,IDA only,IDX,..,..,..,..,..,3.21428571428571,3.16,3.22,3.2,3.17307692307692,3.13461538461538,3.12962962962963,3.11607142857143,3.1140350877193,3.10526315789474,3.06140350877193,3.03571428571429,2.96491228070175,2.94642857142857,2.88793103448276,2.86842105263158
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,IDA total,IDA,..,..,..,..,..,3.28571428571429,3.2,3.24615384615385,3.22307692307692,3.21641791044776,3.1865671641791,3.15217391304348,3.13380281690141,3.13888888888889,3.13194444444444,3.09722222222222,3.08450704225352,3.02083333333333,2.99295774647887,2.94520547945205,2.93835616438356
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Late-demographic dividend,LTE,..,..,..,..,..,3.76923076923077,3.69230769230769,3.86363636363636,4,3.95454545454545,3.95454545454545,3.9,3.9,3.95,3.6875,3.75,3.75,3.75,3.58333333333333,3.42857142857143,3.1
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Latin America & Caribbean,LCN,..,..,..,..,..,3.77777777777778,3.72222222222222,3.77777777777778,3.66666666666667,3.61111111111111,3.66666666666667,3.5,3.44444444444444,3.44444444444444,3.44444444444444,3.38888888888889,3.5,3.1875,3,2.875,2.875
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,3.875,3.8125,3.875,3.75,3.6875,3.75,3.5625,3.5,3.5,3.5,3.4375,3.57142857142857,3.21428571428571,3.07142857142857,2.92857142857143,2.92857142857143
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,3.77777777777778,3.72222222222222,3.77777777777778,3.66666666666667,3.61111111111111,3.66666666666667,3.5,3.44444444444444,3.44444444444444,3.44444444444444,3.38888888888889,3.5,3.1875,3,2.875,2.875
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Least developed countries: UN classification,LDC,..,..,..,..,..,3.06756756756757,2.97435897435897,3.02564102564103,3.02564102564103,3.0125,2.95,2.9625,2.97619047619048,3,3.02380952380952,2.96428571428571,2.94047619047619,2.86046511627907,2.88095238095238,2.81395348837209,2.81395348837209
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Low & middle income,LMY,..,..,..,..,..,3.31081081081081,3.21710526315789,3.28082191780822,3.27397260273973,3.26666666666667,3.24,3.18421052631579,3.16666666666667,3.17721518987342,3.13513513513514,3.10135135135135,3.09859154929577,3.04166666666667,3.02112676056338,2.96575342465753,2.93661971830986
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Low income,LIC,..,..,..,..,..,3.05263157894737,2.975,3,2.975,3,2.9047619047619,2.9047619047619,2.93181818181818,2.95454545454545,2.95454545454545,2.93181818181818,2.93181818181818,2.82608695652174,2.86363636363636,2.67391304347826,2.67391304347826
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Lower middle income,LMC,..,..,..,..,..,3.19736842105263,3.11538461538462,3.17948717948718,3.16666666666667,3.14102564102564,3.12820512820513,3.1125,3.0875,3.08536585365854,3.1025641025641,3.06410256410256,3.04166666666667,3.02777777777778,2.97222222222222,3.02702702702703,3.01388888888889
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,..,..,..,..,3.33333333333333,3.125,3.375,3.375,3.375,3.25,3,3,3,3,2.625,2.75,2.625,2.75,2.625,2.625
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,..,..,..,..,3.33333333333333,3.125,3.375,3.375,3.375,3.25,3,3,3,3,2.625,2.75,2.625,2.75,2.625,2.625
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,..,..,..,..,3.33333333333333,3.125,3.375,3.375,3.375,3.25,3,3,3,3,2.625,2.75,2.625,2.75,2.625,2.625
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Middle income,MIC,..,..,..,..,..,3.4,3.30357142857143,3.38679245283019,3.38679245283019,3.37037037037037,3.37037037037037,3.29090909090909,3.25892857142857,3.26315789473684,3.21153846153846,3.17307692307692,3.1734693877551,3.14285714285714,3.09183673469388,3.1,3.0625
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Other small states,OSS,..,..,..,..,..,3.33333333333333,3,3.07142857142857,3.07142857142857,3,3,3.07142857142857,3.07142857142857,3.14285714285714,3.14285714285714,3,3,3,3.07142857142857,3.07142857142857,3.07142857142857
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Pacific island small states,PSS,..,..,..,..,..,3.1,3,3.1,3.1,3.1,3.1,2.85714285714286,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.6875,2.72222222222222
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Post-demographic dividend,PST,..,..,..,..,..,3.5,3.5,4,4,4,4,3.5,3.5,3.5,..,..,..,..,..,..,..
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Pre-demographic dividend,PRE,..,..,..,..,..,3.08333333333333,2.953125,2.984375,2.96875,2.96969696969697,2.89393939393939,2.90909090909091,2.91176470588235,2.92647058823529,2.96969696969697,2.98484848484848,2.95454545454545,2.89705882352941,2.89393939393939,2.80882352941176,2.82352941176471
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Small states,SST,..,..,..,..,..,3.53125,3.35294117647059,3.41176470588235,3.38235294117647,3.35294117647059,3.38235294117647,3.21052631578947,3.15,3.175,3.175,3.125,3.125,3.05,3.025,2.95,2.95238095238095
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,South Asia,SAS,..,..,..,..,..,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.5,3.5,3.58333333333333,3.7,3.5,3.375,3.375,3.375,3.5,3.375
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,South Asia (IDA & IBRD),TSA,..,..,..,..,..,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.5,3.5,3.58333333333333,3.7,3.5,3.375,3.375,3.375,3.5,3.375
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Sub-Saharan Africa,SSF,..,..,..,..,..,3.12162162162162,3.05405405405405,3.06756756756757,3.05405405405405,3.06578947368421,3.01315789473684,3.03947368421053,3.05128205128205,3.06410256410256,3.07894736842105,3.09210526315789,3.06578947368421,3.02564102564103,3.02631578947368,2.97435897435897,2.98717948717949
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,3.11111111111111,3.04166666666667,3.05555555555556,3.04166666666667,3.05405405405405,3,3.02702702702703,3.03947368421053,3.05263157894737,3.06756756756757,3.08108108108108,3.06756756756757,3.02631578947368,3.02702702702703,2.96052631578947,2.97368421052632
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,3.12162162162162,3.05405405405405,3.06756756756757,3.05405405405405,3.06578947368421,3.01315789473684,3.03947368421053,3.05128205128205,3.06410256410256,3.07894736842105,3.09210526315789,3.06578947368421,3.02564102564103,3.02631578947368,2.97435897435897,2.98717948717949
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Upper middle income,UMC,..,..,..,..,..,3.85294117647059,3.73529411764706,3.96428571428571,4,3.96666666666667,4,3.76666666666667,3.6875,3.71875,3.53846153846154,3.5,3.53846153846154,3.46153846153846,3.42307692307692,3.30769230769231,3.20833333333333
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,World,WLD,..,..,..,..,..,3.30921052631579,3.21794871794872,3.28,3.27333333333333,3.26623376623377,3.24025974025974,3.18589743589744,3.16875,3.17901234567901,3.13815789473684,3.10526315789474,3.0958904109589,3.04054054054054,3.01369863013699,2.96666666666667,2.93835616438356
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,,,,,,,,,,,,,,,,,
